timestamp,best_bid,best_ask,low_price,high_price,buy_volume,sell_volume
1640048386186,1.2375,1.2376,0.0,0.0,0,0
1640048387320,1.2375,1.2376,1.2375,1.2376,13,192
1640048388360,1.2374,1.2375,1.2373,1.2376,246,648
1640048389423,1.2375,1.2376,1.2376,1.2376,13,0
1640048390511,1.2372,1.2373,1.2373,1.2375,0,2523
1640048391568,1.2373,1.2374,1.2373,1.2373,117,0
1640048392603,1.2373,1.2375,1.2373,1.2375,733,659
1640048393709,1.2373,1.2374,1.2374,1.2374,14,0
1640048394714,1.2373,1.2374,1.2372,1.2373,0,1090
1640048395751,1.2373,1.2374,0.0,0.0,0,0
1640048396817,1.2373,1.2374,0.0,0.0,0,0
1640048397870,1.2373,1.2374,1.2373,1.2373,0,5
1640048398885,1.2373,1.2374,1.2374,1.2374,50,0
1640048399952,1.2373,1.2374,0.0,0.0,0,0
1640048400992,1.2373,1.2374,0.0,0.0,0,0
1640048402042,1.2373,1.2374,1.2374,1.2374,742,0
1640048403058,1.2373,1.2375,1.2376,1.2377,462,528
1640048404089,1.2374,1.2377,1.2373,1.2375,42,2678
1640048405150,1.2374,1.2377,1.2377,1.2377,723,0
1640048406153,1.2378,1.238,1.2377,1.2379,2391,604
1640048407180,1.2378,1.2379,1.2378,1.2379,50,479
1640048408207,1.2377,1.2379,1.2376,1.238,421,6151
1640048409229,1.2377,1.2379,1.2377,1.2379,442,1056
1640048410300,1.2377,1.2378,1.2377,1.2378,80,61
1640048411395,1.238,1.2382,1.2378,1.2381,14250,7547
1640048412398,1.238,1.2381,1.2379,1.2381,145,734
1640048413421,1.2381,1.2382,1.2381,1.2382,385,0
1640048414491,1.2381,1.2382,0.0,0.0,0,0
1640048415528,1.238,1.2382,1.238,1.2382,290,868
1640048416566,1.238,1.2381,1.2381,1.2381,24,16
1640048417629,1.238,1.2381,1.2381,1.2381,140,0
1640048418699,1.2382,1.2383,1.238,1.2382,818,499
1640048419783,1.2382,1.2383,1.2383,1.2383,206,0
1640048420843,1.238,1.2381,1.2381,1.2382,0,38
1640048421890,1.2375,1.2376,1.2376,1.238,118,8061
1640048422916,1.2375,1.2376,1.2375,1.2375,0,177
1640048423979,1.2375,1.2376,1.2376,1.2376,14,0
1640048425001,1.2372,1.2373,1.2375,1.2375,0,38
1640048426038,1.2375,1.2376,1.2373,1.2375,866,185
1640048427067,1.2374,1.2375,0.0,0.0,0,0
1640048428121,1.2374,1.2375,0.0,0.0,0,0
1640048429197,1.2374,1.2375,1.2374,1.2374,0,79
1640048430293,1.2372,1.2373,1.2373,1.2375,149,342
1640048431354,1.2372,1.2373,0.0,0.0,0,0
1640048432377,1.2372,1.2373,1.2373,1.2373,62,0
1640048433459,1.2372,1.2373,0.0,0.0,0,0
1640048434514,1.2374,1.2375,1.2373,1.2375,180,3157
1640048435581,1.2374,1.2375,1.2375,1.2375,7015,0
1640048436619,1.2373,1.2374,1.2374,1.2375,67,133
1640048437682,1.2376,1.2377,1.2374,1.2376,3589,0
1640048438785,1.2376,1.2377,0.0,0.0,0,0
1640048439812,1.2376,1.2377,0.0,0.0,0,0
1640048440906,1.2376,1.2377,1.2376,1.2376,0,5
1640048442017,1.2376,1.2377,1.2376,1.2377,9661,5
1640048443066,1.2374,1.2375,1.2374,1.2376,0,530
1640048444162,1.2374,1.2376,1.2374,1.2376,818,421
1640048445267,1.2374,1.2376,0.0,0.0,0,0
1640048446283,1.2374,1.2375,1.2375,1.2375,22,0
1640048447325,1.2382,1.2385,1.2375,1.2385,111447,0
1640048448343,1.2386,1.2388,1.2385,1.2389,24671,2156
1640048449347,1.239,1.2391,1.2389,1.2392,20794,400
1640048450359,1.2392,1.2396,1.2392,1.2397,28035,3690
1640048451366,1.2393,1.2394,1.2392,1.2393,0,9730
1640048452389,1.2392,1.2393,1.2393,1.2394,191,3117
1640048453401,1.2391,1.2393,1.239,1.2395,1065,975
1640048454418,1.2394,1.2395,1.2394,1.2395,222,38
1640048455436,1.2395,1.2396,1.2394,1.2397,4431,118
1640048456453,1.2395,1.2397,1.2394,1.2397,2059,3159
1640048457549,1.2398,1.2399,1.2397,1.2399,8785,0
1640048458565,1.2396,1.2397,1.2397,1.2399,750,5254
1640048459586,1.2398,1.24,1.2397,1.24,679,1965
1640048460636,1.2398,1.2399,1.2397,1.2399,13,766
1640048461693,1.2398,1.2399,1.2399,1.2399,20,0
1640048462693,1.2398,1.2399,1.2398,1.2398,0,243
1640048463744,1.2398,1.2399,1.2397,1.2399,1226,200
1640048464757,1.24,1.2402,1.24,1.2402,10236,4817
1640048465768,1.24,1.2401,1.24,1.2403,44,77
1640048466839,1.2399,1.24,1.24,1.24,0,677
1640048467899,1.2399,1.24,1.24,1.24,19,0
1640048468901,1.2397,1.2399,1.2397,1.24,124,28740
1640048469917,1.2395,1.2396,1.2396,1.2397,0,1945
1640048470972,1.2395,1.2398,1.2396,1.2398,3464,0
1640048472040,1.2396,1.2398,1.2397,1.2398,6,0
1640048473101,1.2396,1.2397,1.2395,1.2396,0,80
1640048474130,1.2396,1.2397,0.0,0.0,0,0
1640048475203,1.2395,1.2396,1.2395,1.2396,0,525
1640048476231,1.2398,1.2399,1.2395,1.2401,20244,123
1640048477277,1.24,1.2401,1.2398,1.2401,472,1047
1640048478305,1.2401,1.2402,1.2401,1.2401,74,0
1640048479404,1.24,1.2401,1.2401,1.2402,130,1241
1640048480458,1.2397,1.24,1.2399,1.24,0,5598
1640048481506,1.2398,1.2399,0.0,0.0,0,0
1640048482570,1.2398,1.2399,0.0,0.0,0,0
1640048483631,1.2393,1.2395,1.2394,1.2398,12,54673
1640048484645,1.2393,1.2395,1.2393,1.2394,1445,327
1640048485742,1.2391,1.2392,1.2392,1.2394,248,21491
1640048486763,1.2392,1.2393,1.2391,1.2394,1206,764
1640048487805,1.2394,1.2395,1.2393,1.2395,291,0
1640048488913,1.2393,1.2394,1.2394,1.2395,21,455
1640048489977,1.2392,1.2394,1.2392,1.2396,4033,7015
1640048491047,1.2393,1.2394,1.2393,1.2394,65,5
1640048492115,1.2393,1.2394,1.2394,1.2394,49,0
1640048493140,1.2393,1.2394,1.2394,1.2394,738,0
1640048494177,1.239,1.2391,1.2391,1.2394,3949,2032
1640048495209,1.239,1.2391,1.2391,1.2391,5,449
1640048496254,1.239,1.2391,1.239,1.2392,0,817
1640048497299,1.239,1.2391,0.0,0.0,0,0
1640048498355,1.239,1.2391,0.0,0.0,0,0
1640048499409,1.2391,1.2392,0.0,0.0,0,0
1640048500417,1.2392,1.2393,1.2391,1.2393,6581,25
1640048501518,1.2392,1.2393,0.0,0.0,0,0
1640048502593,1.2392,1.2393,0.0,0.0,0,0
1640048503638,1.2392,1.2393,1.2392,1.2392,0,3
1640048504687,1.2392,1.2393,1.2392,1.2392,0,44
1640048505729,1.2389,1.239,1.239,1.2393,17,1579
1640048506806,1.2389,1.239,0.0,0.0,0,0
1640048507845,1.2387,1.2388,1.2388,1.2389,0,7431
1640048508865,1.2388,1.2391,1.2388,1.2388,72,0
1640048509866,1.239,1.2391,0.0,0.0,0,0
1640048510918,1.239,1.2391,1.239,1.2391,245,84
1640048511928,1.2391,1.2392,1.2391,1.2391,137,0
1640048512976,1.2391,1.2392,1.2392,1.2392,272,0
1640048513998,1.2392,1.2393,1.2392,1.2392,119,0
1640048515010,1.2392,1.2393,1.2392,1.2393,35,5
1640048516024,1.2392,1.2393,0.0,0.0,0,0
1640048517146,1.2392,1.2393,1.2393,1.2393,22,0
1640048518181,1.2392,1.2393,1.2392,1.2393,31,5
1640048519211,1.2392,1.2393,1.2393,1.2393,22,0
1640048520252,1.2391,1.2392,1.2392,1.2393,16,352
1640048521291,1.2391,1.2392,1.2391,1.2391,0,5
1640048522386,1.2391,1.2392,1.2392,1.2392,39,0
1640048523442,1.2389,1.239,1.2389,1.2391,0,1454
1640048524493,1.2389,1.239,1.2389,1.2389,0,10
1640048525514,1.2388,1.2389,1.2389,1.2389,10,237
1640048526515,1.2392,1.2393,1.2389,1.2392,6602,0
1640048527562,1.2392,1.2393,1.2392,1.2393,351,205
1640048528600,1.2392,1.2393,1.2391,1.2393,146,4179
1640048529675,1.2392,1.2393,1.2391,1.2392,0,135
1640048530720,1.2392,1.2393,1.2392,1.2393,33,7
1640048531733,1.2392,1.2393,1.2392,1.2392,0,62
1640048532821,1.2394,1.2395,1.239,1.2393,2007,1867
1640048533848,1.2397,1.2398,1.2395,1.2397,14178,0
1640048534866,1.2397,1.2398,1.2398,1.2399,29,0
1640048535936,1.2398,1.2399,1.2398,1.2399,481,0
1640048536937,1.2398,1.2399,1.2396,1.2399,74,933
1640048538031,1.2392,1.2393,1.2392,1.2395,0,37603
1640048539074,1.2392,1.2393,1.2392,1.2393,17,325
1640048540106,1.2395,1.2396,1.2393,1.2395,997,0
1640048541182,1.2395,1.2396,1.2396,1.2396,4,0
1640048542281,1.2395,1.2396,0.0,0.0,0,0
1640048543307,1.2395,1.2396,1.2394,1.2395,0,209
1640048544405,1.2395,1.2396,0.0,0.0,0,0
1640048545430,1.2395,1.2396,1.2395,1.2395,0,34
1640048546483,1.2393,1.2394,1.2394,1.2395,0,2262
1640048547531,1.239,1.2391,1.239,1.2393,0,6981
1640048548550,1.2389,1.2391,1.2387,1.2391,16047,14539
1640048549575,1.2391,1.2392,1.2391,1.2392,1015,6
1640048550701,1.2391,1.2392,1.2391,1.2391,0,20
1640048551758,1.2391,1.2392,1.2391,1.2391,0,19
1640048552833,1.2391,1.2392,1.2391,1.2391,0,157
1640048553904,1.2391,1.2392,1.2392,1.2392,462,0
1640048554945,1.239,1.2391,1.239,1.2391,0,761
1640048556007,1.2386,1.2388,1.2387,1.239,0,1271
1640048557043,1.2384,1.2386,1.2385,1.2386,0,3234
1640048558087,1.2384,1.2385,1.2384,1.2385,60,487
1640048559147,1.2383,1.2384,1.2383,1.2384,0,475
1640048560186,1.2381,1.2382,1.2379,1.2383,30,14525
1640048561229,1.2382,1.2383,1.2382,1.2383,32,0
1640048562270,1.2382,1.2383,0.0,0.0,0,0
1640048563351,1.2382,1.2383,1.2383,1.2383,16,0
1640048564429,1.2382,1.2383,0.0,0.0,0,0
1640048565480,1.2385,1.2386,1.2383,1.2385,793,0
1640048566501,1.2386,1.2387,0.0,0.0,0,0
1640048567520,1.2383,1.2385,1.2383,1.2386,0,1831
1640048568550,1.2384,1.2386,1.2385,1.2385,21,0
1640048569603,1.2385,1.2386,1.2386,1.2386,22,0
1640048570655,1.2385,1.2386,1.2385,1.2385,0,31
1640048571679,1.2385,1.2386,0.0,0.0,0,0
1640048572694,1.2385,1.2386,1.2386,1.2386,31,0
1640048573860,1.2385,1.2386,1.2385,1.2385,0,6
1640048574965,1.2384,1.2385,1.2385,1.2385,9,146
1640048575992,1.2381,1.2382,1.2382,1.2384,0,730
1640048577045,1.238,1.2381,1.2381,1.2382,176,0
1640048578061,1.238,1.2382,1.2381,1.2381,225,275
1640048579102,1.238,1.2381,1.238,1.238,0,450
1640048580136,1.2386,1.2387,1.2381,1.2386,18265,0
1640048581173,1.2386,1.2387,0.0,0.0,0,0
1640048582251,1.2386,1.2387,1.2386,1.2386,0,1174
1640048583265,1.2385,1.2386,1.2385,1.2386,387,200
1640048584347,1.2385,1.2386,1.2386,1.2386,27,0
1640048585429,1.2385,1.2386,0.0,0.0,0,0
1640048586489,1.2385,1.2386,1.2385,1.2385,0,538
1640048587507,1.2385,1.2386,1.2385,1.2385,0,87
1640048588508,1.2385,1.2386,1.2386,1.2386,9,0
1640048589536,1.2384,1.2385,1.2383,1.2385,0,2259
1640048590599,1.2384,1.2385,1.2384,1.2385,9,22
1640048591670,1.2384,1.2385,1.2384,1.2384,0,1613
1640048592738,1.2384,1.2385,1.2384,1.2384,0,16
1640048593862,1.2384,1.2385,1.2384,1.2384,0,781
1640048594916,1.2386,1.2387,1.2384,1.2386,646,901
1640048595971,1.2387,1.2388,1.2387,1.2387,2459,0
1640048597015,1.2387,1.2388,1.2387,1.2388,9,85
1640048598053,1.2388,1.2389,1.2387,1.2389,105,1802
1640048599075,1.2389,1.239,1.2388,1.239,62,2606
1640048600180,1.2389,1.239,1.2389,1.2389,0,10
1640048601250,1.2387,1.2388,1.2387,1.2389,0,265
1640048602286,1.2386,1.2387,1.2387,1.2387,0,1215
1640048603356,1.2386,1.2387,0.0,0.0,0,0
1640048604408,1.2386,1.2387,0.0,0.0,0,0
1640048605437,1.2385,1.2387,1.2386,1.2389,8052,6
1640048606490,1.2386,1.2387,0.0,0.0,0,0
1640048607523,1.2386,1.2387,0.0,0.0,0,0
1640048608566,1.2386,1.2387,1.2386,1.2386,0,5
1640048609653,1.2384,1.2385,1.2385,1.2386,0,151
1640048610743,1.2384,1.2385,1.2384,1.2384,0,22
1640048611832,1.2384,1.2385,0.0,0.0,0,0
1640048612911,1.2384,1.2385,1.2384,1.2384,0,389
1640048613945,1.238,1.2381,1.2382,1.2385,12,5024
1640048614955,1.238,1.2381,1.2381,1.2382,361,0
1640048616066,1.238,1.2381,0.0,0.0,0,0
1640048617085,1.238,1.2381,1.2379,1.238,669,654
1640048618130,1.2378,1.238,1.2378,1.238,140,1532
1640048619157,1.2379,1.238,1.2379,1.238,240,16
1640048620202,1.2378,1.238,1.2379,1.2379,129,116
1640048621313,1.2379,1.238,1.2379,1.2379,4770,0
1640048622388,1.238,1.2381,1.238,1.2381,21,0
1640048623463,1.238,1.2381,1.238,1.238,0,740
1640048624527,1.2381,1.2382,1.2381,1.2383,4280,0
1640048625585,1.2381,1.2382,0.0,0.0,0,0
1640048626599,1.2383,1.2384,1.2381,1.2383,534,8380
1640048627608,1.2383,1.2384,1.2383,1.2384,8,10
1640048628667,1.2383,1.2384,0.0,0.0,0,0
1640048629707,1.2383,1.2384,1.2384,1.2385,4918,0
1640048630761,1.2383,1.2384,0.0,0.0,0,0
1640048631762,1.2383,1.2384,0.0,0.0,0,0
1640048632786,1.2382,1.2383,1.2382,1.2383,0,796
1640048633891,1.2382,1.2383,0.0,0.0,0,0
1640048634976,1.2382,1.2383,0.0,0.0,0,0
1640048636055,1.2382,1.2383,1.2383,1.2383,10,0
1640048637074,1.2382,1.2383,0.0,0.0,0,0
1640048638091,1.2382,1.2383,1.2383,1.2383,37,0
1640048639165,1.2382,1.2383,1.2383,1.2383,148,0
1640048640212,1.2384,1.2385,1.2383,1.2384,536,0
1640048641251,1.2385,1.2386,1.2385,1.2385,1256,0
1640048642279,1.2386,1.2387,1.2386,1.2388,7016,0
1640048643303,1.2386,1.2387,0.0,0.0,0,0
1640048644395,1.2386,1.2387,0.0,0.0,0,0
1640048645436,1.2386,1.2387,0.0,0.0,0,0
1640048646493,1.2386,1.2387,1.2386,1.2386,0,534
1640048647626,1.2386,1.2387,1.2387,1.2387,22,0
1640048648653,1.2386,1.2387,0.0,0.0,0,0
1640048649659,1.2386,1.2387,1.2386,1.2386,0,10
1640048650751,1.2385,1.2386,1.2385,1.2387,400,702
1640048651835,1.2385,1.2386,0.0,0.0,0,0
1640048652936,1.2385,1.2386,1.2385,1.2385,0,11
1640048653984,1.2385,1.2386,1.2386,1.2386,490,0
1640048655038,1.2385,1.2386,0.0,0.0,0,0
1640048656120,1.2386,1.2387,1.2385,1.2387,680,3
1640048657145,1.2386,1.2387,0.0,0.0,0,0
1640048658230,1.2386,1.2387,1.2387,1.2387,64,0
1640048659269,1.2386,1.2387,0.0,0.0,0,0
1640048660347,1.2386,1.2387,1.2386,1.2386,0,1584
1640048661383,1.2386,1.2387,0.0,0.0,0,0
1640048662479,1.2386,1.2387,1.2387,1.2387,8,0
1640048663586,1.2386,1.2387,1.2387,1.2387,206,0
1640048664681,1.2386,1.2387,0.0,0.0,0,0
1640048665741,1.2386,1.2387,1.2386,1.2386,0,634
1640048666845,1.2386,1.2387,0.0,0.0,0,0
1640048667942,1.2386,1.2387,1.2386,1.2386,0,892
1640048668977,1.2386,1.2387,0.0,0.0,0,0
1640048670044,1.2386,1.2387,1.2386,1.2386,0,6
1640048671045,1.2386,1.2387,0.0,0.0,0,0
1640048672105,1.2386,1.2387,0.0,0.0,0,0
1640048673177,1.2386,1.2387,1.2386,1.2386,0,1042
1640048674252,1.2386,1.2387,1.2386,1.2386,0,5
1640048675347,1.2386,1.2387,1.2386,1.2386,0,76
1640048676353,1.2386,1.2387,1.2386,1.2386,0,83
1640048677384,1.2385,1.2386,1.2386,1.2386,0,133
1640048678444,1.2385,1.2386,1.2385,1.2385,0,5
1640048679508,1.2385,1.2386,1.2385,1.2385,0,5
1640048680545,1.2385,1.2386,0.0,0.0,0,0
1640048681579,1.2385,1.2386,1.2386,1.2386,620,0
1640048682656,1.2385,1.2386,0.0,0.0,0,0
1640048683685,1.2385,1.2386,0.0,0.0,0,0
1640048684843,1.2385,1.2386,1.2385,1.2385,0,5
1640048685874,1.2385,1.2386,0.0,0.0,0,0
1640048686939,1.2385,1.2386,0.0,0.0,0,0
1640048688011,1.2385,1.2386,1.2386,1.2386,1,0
1640048689032,1.2385,1.2386,0.0,0.0,0,0
1640048690136,1.2386,1.2387,1.2385,1.2388,5931,1496
1640048691169,1.2388,1.2389,1.2387,1.2388,6140,2942
1640048692217,1.2388,1.2389,1.2389,1.2389,253,0
1640048693257,1.2387,1.2388,1.2387,1.2388,0,169
1640048694291,1.2385,1.2386,1.2385,1.2388,185,2532
1640048695337,1.2385,1.2386,0.0,0.0,0,0
1640048696442,1.2385,1.2386,0.0,0.0,0,0
1640048697518,1.2385,1.2386,0.0,0.0,0,0
1640048698567,1.2385,1.2386,1.2385,1.2385,0,816
1640048699588,1.2384,1.2385,0.0,0.0,0,0
1640048700645,1.2384,1.2385,0.0,0.0,0,0
1640048701682,1.2384,1.2385,0.0,0.0,0,0
1640048702697,1.2384,1.2385,0.0,0.0,0,0
1640048703707,1.2382,1.2383,1.2383,1.2385,1319,1842
1640048704710,1.238,1.2381,1.2382,1.2382,0,356
1640048705718,1.238,1.2381,1.238,1.238,0,22
1640048706774,1.238,1.2381,1.2381,1.2381,237,0
1640048707812,1.2378,1.238,1.2379,1.238,0,74
1640048708907,1.2378,1.238,1.2378,1.238,60,77
1640048709954,1.2379,1.238,1.2378,1.238,11,341
1640048711028,1.2378,1.2379,1.2378,1.2379,0,402
1640048712088,1.2378,1.2379,1.2378,1.2378,0,159
1640048713173,1.238,1.2381,1.2379,1.2379,1542,0
1640048714266,1.238,1.2381,1.2381,1.2382,1990,0
1640048715289,1.238,1.2381,1.2381,1.2381,526,0
1640048716328,1.2384,1.2385,1.2381,1.2384,30,69
1640048717381,1.2383,1.2384,1.2379,1.2384,0,16975
1640048718391,1.2384,1.2385,1.2384,1.2384,0,15
1640048719454,1.2385,1.2386,1.2385,1.2385,774,0
1640048720470,1.2385,1.2386,1.2385,1.2385,0,351
1640048721477,1.2385,1.2386,1.2386,1.2386,64,0
1640048722489,1.2385,1.2386,0.0,0.0,0,0
1640048723598,1.2385,1.2386,0.0,0.0,0,0
1640048724726,1.2385,1.2386,0.0,0.0,0,0
1640048725778,1.2385,1.2386,1.2385,1.2385,0,75
1640048726842,1.2385,1.2386,1.2385,1.2385,0,388
1640048727858,1.2385,1.2386,1.2386,1.2386,59,0
1640048728952,1.2385,1.2386,0.0,0.0,0,0
1640048729962,1.2385,1.2386,1.2385,1.2385,0,78
1640048730976,1.2385,1.2386,1.2385,1.2385,0,263
1640048732109,1.2385,1.2386,1.2385,1.2385,0,234
1640048733116,1.2385,1.2386,1.2385,1.2385,0,1234
1640048734128,1.2385,1.2386,1.2385,1.2385,0,1234
1640048735209,1.2385,1.2386,0.0,0.0,0,0
1640048736278,1.2385,1.2386,0.0,0.0,0,0
1640048737400,1.2385,1.2386,1.2385,1.2385,0,5
1640048738491,1.2385,1.2386,1.2386,1.2386,657,0
1640048739504,1.2385,1.2386,0.0,0.0,0,0
1640048740601,1.2385,1.2386,0.0,0.0,0,0
1640048741662,1.2385,1.2386,1.2385,1.2385,0,50
1640048742757,1.2385,1.2386,0.0,0.0,0,0
1640048743803,1.2385,1.2386,1.2385,1.2386,234,1015
1640048744875,1.2385,1.2386,1.2385,1.2385,0,174
1640048745928,1.2385,1.2386,1.2385,1.2385,0,170
1640048746960,1.2385,1.2386,1.2385,1.2385,0,49
1640048748104,1.2385,1.2386,0.0,0.0,0,0
1640048749157,1.2385,1.2386,0.0,0.0,0,0
1640048750238,1.2385,1.2386,1.2385,1.2385,0,671
1640048751286,1.2381,1.2383,1.2382,1.2385,0,215
1640048752292,1.238,1.2381,1.2382,1.2382,0,10
1640048753351,1.238,1.2381,1.238,1.238,0,9
1640048754411,1.238,1.2381,1.238,1.238,0,20
1640048755435,1.238,1.2381,0.0,0.0,0,0
1640048756545,1.238,1.2381,1.238,1.2381,322,9
1640048757617,1.2378,1.2379,1.238,1.238,0,139
1640048758646,1.2378,1.2379,0.0,0.0,0,0
1640048759789,1.2379,1.238,1.2379,1.2379,545,0
1640048760869,1.2379,1.238,0.0,0.0,0,0
1640048762000,1.2379,1.238,1.2379,1.2379,0,171
1640048763080,1.2379,1.238,1.2379,1.2379,0,29
1640048764163,1.2379,1.238,1.2379,1.238,375,86
1640048765233,1.2379,1.238,0.0,0.0,0,0
1640048766300,1.2379,1.238,1.2379,1.238,384,17
1640048767417,1.2379,1.238,0.0,0.0,0,0
1640048768439,1.2379,1.238,0.0,0.0,0,0
1640048769502,1.2379,1.238,0.0,0.0,0,0
1640048770528,1.2376,1.2377,1.2376,1.2379,0,3474
1640048771576,1.2375,1.2376,1.2375,1.2376,0,876
1640048772625,1.2375,1.2376,1.2375,1.2375,0,95
1640048773641,1.2375,1.2376,0.0,0.0,0,0
1640048774676,1.2375,1.2376,1.2375,1.2375,0,9
1640048775769,1.2375,1.2376,0.0,0.0,0,0
1640048776835,1.2375,1.2376,1.2376,1.2376,145,0
1640048777922,1.2374,1.2375,1.2375,1.2376,65,150
1640048778997,1.2372,1.2373,1.2373,1.2374,0,1808
1640048780028,1.2372,1.2373,0.0,0.0,0,0
1640048781080,1.2372,1.2373,1.2373,1.2373,100,0
1640048782191,1.2372,1.2373,1.2372,1.2372,0,62
1640048783288,1.2372,1.2373,1.2372,1.2372,0,108
1640048784374,1.2372,1.2373,0.0,0.0,0,0
1640048785435,1.2372,1.2373,0.0,0.0,0,0
1640048786483,1.2372,1.2373,1.2372,1.2373,95,10
1640048787584,1.2372,1.2373,1.2372,1.2372,0,15
1640048788630,1.2372,1.2373,0.0,0.0,0,0
1640048789705,1.2372,1.2373,0.0,0.0,0,0
1640048790712,1.2372,1.2373,0.0,0.0,0,0
1640048791722,1.237,1.2371,1.2371,1.2372,12,7028
1640048792762,1.237,1.2371,1.2371,1.2371,66,0
1640048793845,1.237,1.2371,1.2371,1.2373,6658,0
1640048794880,1.237,1.2371,0.0,0.0,0,0
1640048795882,1.2369,1.237,1.237,1.237,0,297
1640048796906,1.2369,1.237,0.0,0.0,0,0
1640048797992,1.2369,1.237,0.0,0.0,0,0
1640048799056,1.2369,1.237,0.0,0.0,0,0
1640048800057,1.2369,1.237,1.2369,1.2369,0,76
1640048801123,1.2365,1.2366,1.2365,1.2369,16,9263
1640048802143,1.2365,1.2366,1.2364,1.2365,1206,740
1640048803232,1.2365,1.2366,1.2364,1.2365,0,588
1640048804332,1.2365,1.2366,0.0,0.0,0,0
1640048805447,1.2365,1.2366,0.0,0.0,0,0
1640048806447,1.2365,1.2366,1.2365,1.2365,0,57
1640048807582,1.2365,1.2366,1.2365,1.2365,0,190
1640048808641,1.2368,1.2369,1.2364,1.2369,17234,737
1640048809652,1.2367,1.2368,1.2368,1.2368,0,286
1640048810690,1.2367,1.2368,0.0,0.0,0,0
1640048811724,1.2369,1.237,1.2368,1.2369,9035,0
